Subject,Session,GamesPlayed,Version,AvgDifficulty,StartDifficulty,EndDifficulty,MinDifficulty,MaxDifficulty,AvgRT,AvgAccuracy
11,1,17,1,1.52941176470588,1,2,1,3,1316.70588235294,81.1764705882353
11,2,9,1,1.44444444444444,2,2,1,2,1278.77777777778,68.8888888888889
11,3,10,1,3.5,2,5,2,5,1261.2,79.6
11,4,10,1,5.8,5,7,5,7,1084.5,72
11,5,10,1,7.2,7,7,6,9,1280.7,78
11,6,10,1,7.4,7,10,6,10,1272.8,80.2
11,7,10,1,11,10,12,10,13,1281,78
11,8,12,1,12.6666666666667,12,14,11,14,1156.66666666667,77.1666666666667
11,9,11,1,14.7272727272727,14,17,14,17,1096.18181818182,72.7272727272727
11,10,11,1,19.5454545454545,17,22,17,22,1303.09090909091,85.4545454545455
11,11,12,1,21.9166666666667,22,23,21,23,1226.66666666667,75.8333333333333
11,12,11,1,24.1818181818182,23,25,23,25,1139.63636363636,79.6363636363636
11,13,11,1,24.8181818181818,25,26,23,26,1323.72727272727,76.8181818181818
11,14,11,1,28.2727272727273,26,29,26,30,1305.36363636364,75.4545454545455
11,15,11,1,27,26,29,26,29,1286.90909090909,80
11,16,11,1,24.6363636363636,26,24,24,26,1212.18181818182,69.0909090909091
11,17,11,1,24.3636363636364,24,25,24,25,1259.72727272727,71.8181818181818
11,18,11,1,20.9090909090909,23,20,20,23,1235.09090909091,69.1818181818182
11,19,11,1,21.1818181818182,20,22,20,22,1272.72727272727,77.7272727272727
11,20,11,1,25,22,27,22,27,1228.45454545455,80.9090909090909
11,21,12,1,28.8333333333333,27,29,27,30,1117.5,69.1666666666667
11,22,11,1,28.2727272727273,29,28,27,29,1332,72
11,23,11,1,31.1818181818182,28,32,28,33,1279.63636363636,78.1818181818182
11,24,11,1,29.7272727272727,32,29,28,32,1354.36363636364,66.8181818181818
11,25,11,1,29.0909090909091,29,29,28,30,1227.63636363636,72.2727272727273
11,26,12,1,30.1666666666667,29,30,29,31,1301.66666666667,71.6666666666667
11,27,12,1,29.5833333333333,30,32,28,32,1240.91666666667,75.8333333333333
11,28,11,1,30.9090909090909,32,31,29,32,1287.27272727273,74.1818181818182
11,29,10,1,31.5,31,33,31,33,1361.4,80
11,30,12,1,33.4166666666667,32,33,32,34,1352.66666666667,74.3333333333333
11,31,11,1,31.5454545454545,33,31,31,33,1308.72727272727,69.3636363636364
11,32,11,1,31.8181818181818,31,34,31,34,1148.18181818182,80.6363636363636
11,33,12,1,31.8333333333333,34,31,31,34,1229.25,63.3333333333333
11,34,11,1,30,31,30,29,31,1345.09090909091,71.8181818181818
11,35,11,1,29.9090909090909,30,29,29,31,1214.36363636364,69.7272727272727
11,36,11,1,29.7272727272727,29,32,28,32,1194.09090909091,77.2727272727273
11,37,11,1,30.7272727272727,32,29,29,32,1197.72727272727,68.7272727272727
11,38,11,1,28.8181818181818,29,29,28,29,1240.81818181818,76
11,39,13,1,29.8461538461538,29,30,28,31,1092.30769230769,70.7692307692308
11,40,12,1,31.3333333333333,30,31,30,32,1006.91666666667,75
11,41,12,1,32,31,34,30,34,993.25,80.25
11,42,11,1,31.0909090909091,34,30,30,34,988,70.4545454545455
11,43,11,1,30.0909090909091,30,31,29,31,1026.18181818182,78.6363636363636
11,44,12,1,31.3333333333333,31,31,31,32,1136.75,74.6666666666667
11,45,11,1,31,31,30,30,32,1088.90909090909,70.6363636363636
11,46,11,1,29.6363636363636,30,29,29,30,1063.36363636364,73.9090909090909
11,47,12,1,29.25,29,29,28,30,948.75,74.1666666666667
11,48,11,1,29.9090909090909,29,31,29,31,955.181818181818,75.4545454545455
11,1,16,2,3.625,3,3,3,5,1196.0625,79.375
11,2,10,2,3.9,3,6,2,6,1112.6,74
11,3,9,2,6.77777777777778,6,8,6,8,1150.11111111111,81.4444444444444
11,4,10,2,10.3,8,13,8,13,1035.5,84.6
11,5,10,2,15.5,13,19,13,19,1124.1,87.7
11,6,10,2,19.7,19,20,19,21,1079,77.6
11,7,11,2,22.1818181818182,20,25,20,25,1206.90909090909,81.4545454545455
11,8,11,2,26.8181818181818,25,28,25,28,1071.63636363636,79.0909090909091
11,9,12,2,28.8333333333333,28,30,28,30,1223.25,75.8333333333333
11,10,11,2,30.6363636363636,30,31,30,32,1171,74.6363636363636
11,11,12,2,31.5,31,32,31,32,1099.58333333333,70
11,12,11,2,32.5454545454545,32,34,31,34,1201.90909090909,80
11,13,11,2,34.4545454545455,35,35,34,35,1219.45454545455,73.6363636363636
11,14,12,2,34.6666666666667,35,35,34,36,1123.08333333333,69.1666666666667
11,15,11,2,34.2727272727273,35,33,33,36,1315,69.7272727272727
11,16,11,2,34.8181818181818,35,37,33,37,1212.27272727273,80.6363636363636
11,17,10,2,37.6,37,39,37,39,1255.7,74
11,18,12,2,38.75,39,38,38,39,1199.25,68.3333333333333
11,19,10,2,37.9,38,38,37,38,1341.1,71.9
11,20,12,2,38.3333333333333,38,39,37,40,1177.58333333333,74.1666666666667
11,21,11,2,38.3636363636364,39,38,38,40,1250.09090909091,71.3636363636364
11,22,11,2,38.9090909090909,38,40,38,40,1281.45454545455,78.4545454545455
11,23,10,2,40,40,40,39,41,1241.6,67
11,24,11,2,40.9090909090909,40,40,40,42,1255.18181818182,76.3636363636364
11,25,11,2,38.1818181818182,40,38,37,40,1244.90909090909,72.5454545454545
11,26,12,2,38.4166666666667,38,40,38,40,1190.91666666667,73.3333333333333
11,27,12,2,40.75,40,41,40,42,1196.5,78.3333333333333
